C,Consent Given,ID_Removed,27,Female,VLFI Score,20.625,Digit Experimental,17/03/2022 14:41,4,535,Practice,"5841 = ['5', '8', '4', '1'] = 4/4",1,1 min,Archer4,4,"7346 = ['7', '3', '4', '6'] = 4/4",1,120,2min,Boomerang5,5,"1462 = ['1', '4', '6', '2'] = 4/4",1,180,3min,Boxing5,5,"3468 = ['3', '0', '4', '6'] = 1/4",0.25,2,2sec,Bus3,3,"1826 = ['1', '8', '6', '6'] = 3/4",0.75,120,2min,Dog3,3,"1064 = ['1', '0', '6', '4'] = 4/4",1,120,2min,Sailor4,4,"6315 = ['6', '3', '1', '5'] = 4/4",1,18000,5min,0.833333333,a man was waiting for a bus,3,/,/,/,/,"a man through a boomerang, it cam back",4,A man was playing fetch with his dog,3,"A man smoked a pipe, looking at a map. There was a boat in the last pannel",4,horizontal strip,/,3,"looking at his watch, tapping his foot",beard,602,677
B,Consent Given,ID_Removed,30,Female,VLFI Score,2.5,VPT Experimental,18/03/2022 16:07,16,658,Practice,"[1, 2, 3, 4, 5, 6, 7, 8] = 8/8",1, 10 seconds,Archer3,3,"[1, 2, 3, 4, 5, 6, 7, 8] = 8/8",1,5, 5 seconds,Boomerang4,4,"[1, 2, 3, 4, 5, 6, 7, 8] = 8/8",1,30, 30 seconds,Boxing4,4,"[1, 2, 3, 4, 5, 6, 7, 10] = 7/8",0.875,5, 5 seconds,Bus5,5,"[1, 2, 5, 8, 13, 15, 16, '-'] = 4/8",0.5,60, 1 minute,Dog5,5,"[1, 2, 3, 4, 5, 6, 7, 8] = 8/8",1,20, 20 seconds,Sailor3,3,"[2, 6, 10, 11, 12, 14, '-', '-'] = 2/8",0.25,1800, 30 minutes,0.770833333,/,4,/,4,Man sailing then smoking,3,Man playing with a frisbee,4,"Boxing match, man knocked down",3,Man waiting for a bus,5,25,12,/,3,dogtooth,moustache,670
C,Consent Given,ID_Removed,18,Female,VLFI Score,6,Corsi Experimental,23/03/2022 13:04,7,790,Practice,"['1', '2', '3', '4', '5', '6', '7'] = 7/7",1, 10 seconds,Archer4,4,"['1', '2', '3', '4', '5', '6', '7'] = 7/7",1,5, 5 seconds,Boomerang5,5,"['1', '2', '4', '5', '3', '7', '6'] = 2/7",0.285714286,10, 10 seconds,Boxing5,5,"['7', '4', '5', '3', '6', '1', '2'] = 0/7",0,900, 15 minutes,Bus3,3,"['4', '2', '1', '3', '5', '6', '7'] = 4/7",0.571428571,300, 5 minutes,Dog3,3,"['1', '2', '4', '5', '3', '7', '6'] = 2/7",0.285714286,13, 13 seconds,Sailor4,4,"['1', '3', '2', '5', '7', '6', '4'] = 2/7",0.285714286,7200, 30 minutes,0.404761905,man in a boat with a map and he landed in the island ,3,man waiting for the bus then gets on the bus,4,/,/,"dog owner threw a ball for his dog, the dog run to the ball and picked it up",3,boxing match same panel was shown 3 times,5,guy threw a boomarang which flew around him and hit him on the back of the head,5,stood there whistleing,no pattern,4,21,no facial hair,none it was a sailboat,832
A,Consent Given,ID_Removed,19,Female,VLFI Score,2.75,Digit Experimental,23/03/2022 14:08,6,603,Practice,"639172 = ['6', '3', '9', '1', '7', '2'] = 6/6",1,10 minutes,Archer5,5,"814026 = ['8', '1', '4', '0', '2', '6'] = 6/6",1,2,2 seconds,Boomerang3,3,"359278 = ['3', '5', '9', '2', '7', '8'] = 6/6",1,20,20 seconds,Boxing3,3,"693078 = ['6', '9', '3', '0', '7', '8'] = 6/6",1,10,10 seconds,Bus4,4,"109528 = ['1', '0', '9', '5', '2', '8'] = 6/6",1,5,5 seconds,Dog4,4,"590741 = ['5', '9', '0', '7', '4', '1'] = 6/6",1,25,25 seconds,Sailor5,5,"751439 = ['7', '5', '1', '4', '3', '9'] = 6/6",1,1200,5 hours,1,man running for bus,4,archery,4,sailing,4,dog running for ball,4,man getting hit by a boomerang,4,man beaten up in a boxing ring,4,12,stood there bored,none,3,beard,12,634
C,Consent Given,ID_Removed,19,Female,VLFI Score,2.875,VPT Experimental,24/03/2022 10:05,16,720,Practice,"[1, 2, 3, 4, 5, 6, 7, 8] = 8/8",1, 10 minutes,Archer4,4,"[4, 6, 7, 9, 10, 11, 15, '-'] = 3/8",0.375,30, 30 seconds,Boomerang5,5,"[1, 2, 3, 4, 5, 6, 7, 8] = 8/8",1,30, 30 seconds,Boxing5,5,"[1, 2, 3, 4, 6, 7, 8, '-'] = 7/8",0.875,60, 1 minute,Bus3,3,"[1, 2, 3, 4, 5, 6, 7, 8] = 8/8",1,600, 10 minutes,Dog3,3,"[1, 2, 4, 5, 6, 7, 8, '-'] = 7/8",0.875,30, 30 seconds,Sailor4,4,"[1, 2, 3, 4, 5, 6, 7, 8] = 8/8",1,3600, 30 minutes,0.854166667,"bow and arrow, hitting bulls eye",4,/,4,/,4,women running late for the bus,4,guy throwing the ball for the dog and the dog bringing it back,4,"boxing, the guy knocked him out",4,2,not sure,look at his watch,201,3,beard,542
A,Consent Given,ID_Removed,27,Male,VLFI Score,2.375,Corsi Experimental,24/03/2022 11:04,7,747,Practice,"['1', '5', '2', '7', '3', '4', '6'] = 1/7",0.142857143, 7 seconds,Archer5,5,"['1', '2', '3', '3', '3', '7', '5'] = 3/7",0.428571429,30, 30 seconds,Boomerang3,3,"['2', '1', '6', '7', '5', '4', '3'] = 1/7",0.142857143,12, 12 seconds,Boxing3,3,"['3', '1', '6', '5', '2', '7', '4'] = 0/7",0,3, 3 seconds,Bus4,4,"['1', '2', '6', '5', '3', '4', '7'] = 3/7",0.428571429,600, 10 minutes,Dog4,4,"['1', '2', '3', '4', '5', '6', '7'] = 7/7",1,10, 10 seconds,Sailor5,5,"['1', '2', '4', '5', '3', '6', '7'] = 4/7",0.571428571,7200, 2 hours,0.428571429,sailor holding a treasure map sails a ship to a desert island,4,person throws a ball for a dog who fetches it back,4,unable to remember,5,man is waiting for a bus that takes time to arrive,4,man throws boomerang which then hits him in the back of the head,4,"boxing match, one boxer is punch by the other and is knocked out",3,6,checks his watch,10,beard,none,none,767
B,Consent Given,ID_Removed,19,Female,VLFI Score,3,Digit Experimental,24/03/2022 13:02,4,381,Practice,"4036 = ['4', '0', '6', '3'] = 2/4",0.5,5 minutes,Archer3,3,"0923 = ['0', '9', '2', '3'] = 4/4",1,4,4 seconds,Boomerang4,4,"7624 = ['7', '6', '2', '4'] = 4/4",1,120,2 minutes,Boxing4,4,"9781 = ['9', '7', '8', '1'] = 4/4",1,1800,30 minutes,Bus5,5,"9687 = ['9', '8', '6', '7'] = 2/4",0.5,300,5 minutes,Dog5,5,"4370 = ['4', '3', '7', '0'] = 4/4",1,30,30 seconds,Sailor3,3,"3826 = ['3', '8', '2', '6'] = 4/4",1,64800,20 minutes,0.916666667,can't remember ,/,guy shooting an arrow,3,guy waiting for the bus,5,sailor finding land,3,getting hit with a boomarang ,4,guys boxing,4,2,sing,3?,4,n/a,beard,481
A,Consent Given,ID_Removed,19,Female,VLFI Score,4.75,VPT Experimental,24/03/2022 15:26,16,654,Practice,"[1, 3, 4, 5, 6, 7, 9, 15] = 6/8",0.75, 1 hour,Archer5,5,"[1, 3, 4, 6, 7, 8, '-', '-'] = 6/8",0.75,2, 2 seconds,Boomerang3,3,"[3, 4, 5, 8, 14, 16, '-', '-'] = 4/8",0.5,5, 5 seconds,Boxing3,3,"[1, 2, 3, 4, 5, 6, 7, 13] = 7/8",0.875,2, 2 seconds,Bus4,4,"[1, 2, 3, 9, 10, 13, '-', '-'] = 3/8",0.375,60, 1 minute,Dog4,4,"[1, 2, 4, 5, 6, 7, 8, '-'] = 7/8",0.875,10, 10 seconds,Sailor5,5,"[1, 4, 5, 6, 7, 10, 16, '-'] = 5/8",0.625,86400, 1 hour,0.666666667,Award ceremony,4,Person throwing a ball for a dog,3,Someone throwing and being hit by a boomerang,4,A boat trying to sail in the correct direction,4,A man waiting  for the bus,4,/,/,Sing,?,3,none,2,220,535
B,Consent Given,ID_Removed,19,Non-Binary,VLFI Score,4,Corsi Experimental,24/03/2022 16:04,6,672,Practice,"['1', '2', '3', '4', '6', '5'] = 4/6",0.666666667, 7 seconds,Archer3,3,"['1', '2', '4', '3', '6', '5'] = 2/6",0.333333333,10, 10 seconds,Boomerang4,4,"['1', '2', '3', '6', '5', '4'] = 4/6",0.666666667,1800, 30 minutes,Boxing4,4,"['1', '2', '3', '4', '6', '5'] = 4/6",0.666666667,5, 5 seconds,Bus5,5,"['5', '4', '2', '3', '1', '6'] = 1/6",0.166666667,15, 15 seconds,Dog5,5,"['1', '2', '3', '6', '5', '4'] = 4/6",0.666666667,10, 10 seconds,Sailor3,3,"['1', '4', '3', '2', '5', '6'] = 4/6",0.666666667,14400, 2 hours,0.527777778,"man waiting for bus, held out his hand, bus came",4,"man throws ball for dog, dog runs after ball, dog brings ball back",5,"2 men in boxing ring, pow pow, punches thrown, dark haired man on floor",4,/,/,/,/,/,/,pointy goatee,3,tap on his watch,36,checkered,2,687
C,Consent Given,ID_Removed,30,Female,VLFI Score,26.75,Digit Experimental,24/03/2022 17:00,6,583,Practice,"956074 = ['9', '5', '0', '6', '7', '4'] = 4/6",0.666666667,3 hours,Archer4,4,"146902 = ['1', '4', '6', '0', '9', '2'] = 4/6",0.666666667,3,3 seconds,Boomerang5,5,"081237 = ['0', '8', '1', '2', '3', '7'] = 6/6",1,15,15 seconds,Boxing5,5,"748026 = ['7', '4', '8', '0', '2', '6'] = 6/6",1,1080,18 minutes,Bus3,3,"470152 = ['4', '7', '1', '5', '0', '2'] = 3/6",0.5,600,10 minutes,Dog3,3,"541790 = ['5', '4', '1', '7', '9', '0'] = 6/6",1,40,40 seconds,Sailor4,4,"243850 = ['2', '8', '3', '0', '5', '0'] = 4/6",0.666666667,2700,18 hours,0.805555556,A guy was waiting for his bus and got distracted by a women then got on the bus,5,A guy threw a boomerang and it hit him in the head,5,A boxing fight ensued with the protagonist being the victor,5,A man threw his ball for his dog (playing fetch) the dog brought it back,5,"A man was traversing the seas, from island to island or maybe one specific one which he later arrived on",5,A man was shooting a target in archery and was sweating with concentration with what probably felt like forever to him but likely lasted only several moments before he shot it,5,There wasn't one?,"2 or 3, maybe 2",3,a moustache and a goatee beard?,check his watch? Or maybe eat an apple?,412,720
B,Consent Given,ID_Removed,20,Male,VLFI Score,7.5,VPT Experimental,25/03/2022 10:05,16,671,Practice,"[1, 2, 3, 4, 5, 6, 7, 8] = 8/8",1, 1 minute,Archer3,3,"[2, 4, 6, 7, 11, 12, '-', '-'] = 4/8",0.5,5, 5 seconds,Boomerang4,4,"[5, 6, 7, 8, 10, 14, '-', '-'] = 4/8",0.5,60, 1 minute,Boxing4,4,"[1, 2, 3, 4, 6, 7, 9, 15] = 6/8",0.75,2, 2 seconds,Bus5,5,"[1, 2, 3, 5, 6, 7, 8, 12] = 7/8",0.875,60, 1 minute,Dog5,5,"[1, 3, 4, 5, 6, 7, 8, 9] = 7/8",0.875,3, 3 seconds,Sailor3,3,"[1, 2, 3, 4, 5, 6, 7, 8] = 8/8",1,10, 1 day,0.75,A man waited for the bus to arrive.,4,A fighter knocked someone out.,4,A archer shot an arrow into a target.,3,A dog ran to fetch a ball.,5,A man got hit on the head with his own boomerang.,4,A man sailed his boat to an island.,3,I dont know,Whistled,I dont know,I don't know,I dont know,245,668
C,Consent Given,ID_Removed,23,Female,VLFI Score,3,Corsi Experimental,25/03/2022 12:04,7,789,Practice,"['1', '2', '3', '4', '5', '7', '6'] = 5/7",0.714285714, 5 minutes,Archer4,4,"['1', '2', '3', '7', '4', '6', '5'] = 4/7",0.571428571,2, 2 seconds,Boomerang5,5,"['1', '2', '3', '7', '4', '5', '6'] = 3/7",0.428571429,20, 20 seconds,Boxing5,5,"['1', '3', '2', '4', '5', '6', '7'] = 5/7",0.714285714,1800, 30 minutes,Bus3,3,"['1', '2', '3', '5', '4', '6', '7'] = 5/7",0.714285714,2700, 45 minutes,Dog3,3,"['1', '7', '3', '4', '5', '6', '2'] = 5/7",0.714285714,20, 20 seconds,Sailor4,4,"['6', '2', '1', '5', '7', '4', '3'] = 1/7",0.142857143,7200, 4 hours,0.547619048,/,/,Bow and Arrow,4,Dog playing fetch,3,Boxink match,4,Boomerang5,4,Bus stop,4,52,Whitsle music,3,2,Zigzag,Beard,642
A,Consent Given,ID_Removed,19,Female,VLFI Score,2.25,Digit Experimental,25/03/2022 14:02,8,939,Practice,"10952837 = ['1', '0', '9', '5', '3', '8', '7', ' '] = 5/8",0.625,15 seconds,Archer5,5,"53069817 = ['5', '3', '0', '6', '9', '8', '1', '7'] = 8/8",1,20,20 seconds,Boomerang3,3,"38519246 = ['5', '8', '9', '2', '3', '1', '5', '6'] = 2/8",0.25,50,50 seconds,Boxing3,3,"62397584 = ['6', '2', '3', '9', '7', '5', '8', '4'] = 8/8",1,30,30 seconds,Bus4,4,"75308649 = ['7', '0', '3', '5', '3', '9', '8', '4'] = 2/8",0.25,120,2 minutes,Dog4,4,"23579684 = ['2', '3', '5', '7', '9', '6', '8', '4'] = 8/8",1,60,1 minute,Sailor5,5,"70392458 = ['7', '0', '3', '9', '2', '4', '5', '0'] = 7/8",0.875,10,45 minutes,0.729166667,cant remember ,?,a man looking at a map and sailing through the ocean to an island,4,a man throwing a stick for his dog and the dog fetching it and bringing it back,4,"a boxing match, one of the boxers got knocked out",3,man waiting for the bus and then it arrived,4,boomerang got thrown and hit the man in the back of the head,3,he was looking into the sky for it,a moustache,603,2,zig zag going horizontal,one,746
C,Consent Given,ID_Removed,19,Female,VLFI Score,1.5,VPT Experimental,25/03/2022 16:57,18,774,Practice,"[3, 4, 6, 7, 8, 9, 13, 15, '-'] = 6/9",0.666666667, 5 minutes,Archer4,4,"[1, 2, 3, 4, 6, 7, 8, 9, 15] = 8/9",0.888888889,3, 3 seconds,Boomerang5,5,"[1, 2, 4, 5, 6, 8, 9, 12, '-'] = 7/9",0.777777778,5, 5 seconds,Boxing5,5,"[1, 2, 3, 4, 5, 6, 7, 8, 9] = 9/9",1,60, 1 minute,Bus3,3,"[1, 2, 3, 4, 5, 8, 9, 18, '-'] = 7/9",0.777777778,120, 2 minutes,Dog3,3,"[6, 9, 10, 12, 16, 18, '-', '-', '-'] = 2/9",0.222222222,8, 8 seconds,Sailor4,4,"[2, 3, 6, 8, 12, 13, 15, '-', '-'] = 4/9",0.444444444,180, 10 seconds,0.685185185,sailor on a ship,5,/,/,man getting hit by a boomerang after checking watch,4,dog chasing a ball being thrown by its owner,5,boxing match victory,5,man waiting for a bus,4,213,3,no facial hair,no pattern,check his watch,4,579
A,Consent Given,ID_Removed,19,Male,VLFI Score,14,Corsi Experimental,30/03/2022 10:33,6,655,Practice,"['1', '2', '4', '5', '3', '6'] = 3/6",0.5, 30 seconds,Archer5,5,"['1', '4', '3', '2', '5', '6'] = 4/6",0.666666667,30, 30 seconds,Boomerang3,3,"['1', '2', '3', '4', '5', '6'] = 6/6",1,1800, 30 minutes,Boxing3,3,"['1', '2', '3', '4', '5', '6'] = 6/6",1,10, 10 seconds,Bus4,4,"['1', '2', '4', '3', '5', '6'] = 4/6",0.666666667,30, 30 seconds,Dog4,4,"['1', '2', '3', '4', '5', '6'] = 6/6",1,20, 20 seconds,Sailor5,5,"['1', '2', '3', '4', '5', '6'] = 6/6",1,14400, 2 hours,0.888888889,Man sailing a boat,4,/,/,/,/,man waits for bus,4,boomerang,4,Dog fetches ball,4,stripes,204,whistle,none,4,3,637
B,Consent Given,ID_Removed,18,Female,VLFI Score,20.5,Digit Experimental,30/03/2022 11:04,5,646,Practice,"24876 = ['2', '4', '8', '7', '6'] = 5/5",1,6,Archer3,3,"25130 = ['2', '5', '1', '3', '0'] = 5/5",1,9,9 seconds,Boomerang4,4,"56072 = ['5', '6', '0', '7', '2'] = 5/5",1,13,13 seconds,Boxing4,4,"75019 = ['7', '5', '0', '1', ' '] = 4/5",0.8,4,4 seconds,Bus5,5,"83512 = ['8', '5', '1', '3', ' '] = 1/5",0.2,5,5 seconds,Dog5,5,"39860 = ['3', '9', '8', '6', '0'] = 5/5",1,9,9 seconds,Sailor3,3,"62910 = ['6', '2', '9', '1', '0'] = 5/5",1,1800,10 seconds,0.833333333,Someone looking at a map on a boat for directions,3,two people boxing in a ring. one of them got knocked out ,4,someone waiting looking at their watch ,5,there was someone looking after a dog,4,/,/,/,/,look at his watch,didnt have any facial hair,1 porthhole,a checked pattern,3,2,1237
A,Consent Given,ID_Removed,26,Female,VLFI Score,2.75,VPT Experimental,30/03/2022 13:03,16,691,Practice,"[1, 3, 4, 5, 6, 7, 8, '-'] = 7/8",0.875, 15 minutes,Archer5,5,"[1, 2, 3, 4, 5, 6, 7, '-'] = 7/8",0.875,60, 1 minute,Boomerang3,3,"[2, 3, 4, 5, 6, 7, 8, '-'] = 7/8",0.875,10, 10 seconds,Boxing3,3,"[1, 2, 3, 4, 5, 6, 7, 8] = 8/8",1,30, 30 seconds,Bus4,4,"[1, 3, 4, 8, 10, 11, 13, 16] = 4/8",0.5,120, 2 minutes,Dog4,4,"[1, 2, 3, 4, 5, 6, 7, 8] = 8/8",1,10, 10 seconds,Sailor5,5,"[1, 2, 3, 4, 5, 6, 7, 8] = 8/8",1,60, 3 minutes,0.875,dog running up to someone ,4,shooting a bow and arrow,3,boxing match knock out,3,man waiting for a bus and the bus arriving,4,ship sailing past sailor,4,/,/,4,1,watched,unsure,3,none,508
B,Consent Given,ID_Removed,20,Female,VLFI Score,10.875,Corsi Experimental,30/03/2022 13:29,5,633,Practice,"['3', '1', '3', '1', '2'] = 1/5",0.2, 1 hour,Archer3,3,"['1', '2', '3', '4', '5'] = 5/5",1,10, 10 seconds,Boomerang4,4,"['1', '2', '3', '4', '5'] = 5/5",1,2, 2 seconds,Boxing4,4,"['1', '2', '3', '4', '5'] = 5/5",1,30, 30 seconds,Bus5,5,"['1', '3', '2', '5', '4'] = 1/5",0.2,240, 4 minutes,Dog5,5,"['1', '2', '3', '5', '4'] = 3/5",0.6,2, 2 secons,Sailor3,3,"['2', '1', '5', '3', '4'] = 0/5",0,86400, 4 hours,0.633333333,/,/,guy was looking at clock and it was 2;04 and then 2;06,4,sailor looking at map all water and in the end went and reached the land ,3,frizbee hit mans head ,4,archery man hit the target and was nervous ,3,a dog and ball,4,stripes,beard,reading newspaper,3,/,6,570
C,Consent Given,ID_Removed,20,Female,VLFI Score,10.5,Digit Experimental,30/03/2022 14:13,6,723,Practice,"076498 = ['0', '7', '4', '6', '8', '3'] = 2/6",0.333333333,3 minutes,Archer4,4,"490138 = ['4', '9', '0', '1', '3', '8'] = 6/6",1,3,3 seconds,Boomerang5,5,"286043 = ['2', '8', '6', '0', '4', '3'] = 6/6",1,5,5 seconds,Boxing5,5,"207983 = ['2', '0', '7', '9', '8', '3'] = 6/6",1,20,20 seconds,Bus3,3,"941382 = ['9', '4', '1', '3', '8', '2'] = 6/6",1,120,2 minutes,Dog3,3,"325981 = ['3', '2', '5', '9', '8', '1'] = 6/6",1,5,5 seconds,Sailor4,4,"745286 = ['7', '4', '5', '2', '8', '6'] = 6/6",1,18000,30 minutes,1,waiting for a bus,3,ship sailing,3,boomerang,4,dog fetch,4,wrestling,5,dont remember ,0,4,did not see,4,beard & mustache,206,go on his phone,855
B,Consent Given,ID_Removed,19,Female,VLFI Score,6.75,VPT Experimental,30/03/2022 16:38,14,635,Practice,"[1, 5, 9, 12, 14, '-', '-'] = 2/7",0.285714286, 10 mins,Archer3,3,"[1, 2, 3, 4, 5, 6, 7] = 7/7",1,2, 2 seconds,Boomerang4,4,"[1, 2, 3, 4, 5, 7, '-'] = 6/7",0.857142857,5, 5 seconds,Boxing4,4,"[1, 2, 4, 5, 6, 7, '-'] = 6/7",0.857142857,2, 2 seconds,Bus5,5,"[1, 2, 3, 4, 5, 6, 7] = 7/7",1,3, 3 seconds,Dog5,5,"[1, 2, 3, 4, 5, 6, 7] = 7/7",1,5, 5 seconds,Sailor3,3,"[1, 2, 3, 4, 6, 7, '-'] = 6/7",0.857142857,600, 1 min,0.928571429,cant remember??,4?,"throwing a boomarang, waiting and it hitting him",4,"boxing patch, a punch being thrown",4,a man catching a bus,4,dog fetching a ball,4,navagating on a boat where to go,4,1,was not one,none,128,3,whistle,588
C,Consent Given,ID_Removed,18,Female,VLFI Score,7.875,Corsi Experimental,30/03/2022 17:08,5,628,Practice,"['1', '2', '3', '4', '5'] = 5/5",1, 20 seconds,Archer4,4,"['1', '2', '3', '4', '5'] = 5/5",1,15, 15 seconds,Boomerang5,5,"['1', '4', '3', '2', '5'] = 3/5",0.6,60, 1 minute,Boxing5,5,"['1', '2', '3', '5', '4'] = 3/5",0.6,1200, 20 minutes,Bus3,3,"['1', '2', '4', '3', '5'] = 3/5",0.6,180, 3 minutes,Dog3,3,"['1', '2', '5', '4', '3'] = 3/5",0.6,40, 40 seconds,Sailor4,4,"['2', '1', '4', '5', '3'] = 0/5",0,14400, 24 hours,0.566666667,"Pirate looking at map to land ship on land, and finds land",4,Owner throws dog a ball and dog retrieves it,3,Man throws a boomerang and it comes back and hits him in the face,3,"Old man waiting for bus and checks his watch, bus eventually arrives",4,/,/,/,/,beard,3 across each side,stripes(?),nothing,4?,3,786
A,Consent Given,ID_Removed,19,Female,VLFI Score,2.875,Digit Experimental,31/03/2022 09:02,6,590,Practice,"895763 = ['8', '9', '5', '7', '6', '3'] = 6/6",1,5 minutes,Archer5,5,"806742 = ['8', '0', '6', '7', '4', '2'] = 6/6",1,10,10 seconds,Boomerang3,3,"936158 = ['9', '3', '6', '1', '5', '8'] = 6/6",1,30,30 seconds,Boxing3,3,"261985 = ['2', '6', '1', '9', '8', '5'] = 6/6",1,120,2 minutes,Bus4,4,"429710 = ['4', '2', '9', '7', '6', '1'] = 4/6",0.666666667,600,10 minutes,Dog4,4,"284650 = ['2', '8', '4', '6', '5', '0'] = 6/6",1,40,40 seconds,Sailor5,5,"825673 = ['8', '2', '5', '6', '7', '3'] = 6/6",1,3600,5 hours,0.944444445,The man threw a ball for the dog to fetch and the dog caught it,4,A guy threw a boomerang and it came back and his his head,3,There was an archer with a bow and arrow who hit the target,4,There was a man waiting for the bus and looking at his watch,4,A sailor looking at a map and then eventually arrived on land,4,There was a boxing match and the one the guys got punched ,3,6,moustache,8,51,looked at the sky,zigzag,792
C,Consent Given,ID_Removed,19,Female,VLFI Score,4.125,VPT Experimental,31/03/2022 09:51,18,752,Practice,"[1, 2, 3, 4, 5, 6, 7, 8, 9] = 9/9",1, 3 minutes,Archer4,4,"[1, 2, 3, 4, 5, 7, 8, 9, 18] = 8/9",0.888888889,15, 15 seconds,Boomerang5,5,"[1, 2, 3, 4, 5, 6, 7, 8, 9] = 9/9",1,10, 10 seconds,Boxing5,5,"[1, 2, 3, 4, 5, 6, 7, 8, 9] = 9/9",1,180, 3 minutes,Bus3,3,"[1, 2, 3, 4, 5, 7, 8, 9, '-'] = 8/9",0.888888889,300, 5 minutes,Dog3,3,"[1, 2, 3, 5, 7, 8, 9, '-', '-'] = 7/9",0.777777778,45, 45 seconds,Sailor4,4,"[1, 2, 3, 4, 5, 7, 9, 13, '-'] = 7/9",0.777777778,10800, 10 minutes,0.888888889,a man was preparing to shoot an arrow ,5,a man looking at the map on his boat and arriving at land,4,2 men boxing and one of them wins ,5,a man throwing a ball and waiting for his dog to fetch ,5,a man throwing a boomerang and waiting for it to come back and it eventually came back,5,a man waiting for the bus looking at his watch and a lsy runnng towards it when the bus arrived ,6,none ,3,2,206,look at his watch ,stripes,676
A,Consent Given,ID_Removed,18,Female,VLFI Score,17.25,Corsi Experimental,31/03/2022 10:42,5,544,Practice,"['1', '2', '3', '4', '5'] = 5/5",1, 2 seconds,Archer5,5,"['1', '2', '3', '4', '5'] = 5/5",1,3, 3 seconds,Boomerang3,3,"['1', '2', '3', '4', '5'] = 5/5",1,60, 1 minute,Boxing3,3,"['1', '2', '5', '4', '3'] = 3/5",0.6,300, 5 minutes,Bus4,4,"['1', '3', '2', '5', '4'] = 1/5",0.2,120, 2 minutes,Dog4,4,"['1', '5', '3', '2', '4'] = 2/5",0.4,4, 4 seconds,Sailor5,5,"['2', '3', '4', '5', '1'] = 0/5",0,10800, 4 hours,0.533333333,/,4,Playing fetch with dog,4,/,4,/,4,Threw boomerang and got hit in the head by it,4,"Waiting for bus, bus arrived",4,207,6,moustache,2,sang,/,627
B,Consent Given,ID_Removed,20,Male,VLFI Score,6,Digit Experimental,31/03/2022 11:37,5,498,Practice,"20856 = ['2', '8', '0', '5', '6'] = 3/5",0.6,10sec,Archer3,3,"06187 = ['0', '6', '1', '8', '7'] = 5/5",1,10,10sec,Boomerang4,4,"13756 = ['1', '3', '7', '5', '6'] = 5/5",1,15,15sec,Boxing4,4,"78592 = ['7', '8', '5', '9', '2'] = 5/5",1,20,20sec,Bus5,5,"93156 = ['9', '3', '1', '5', '6'] = 5/5",1,30,30sec,Dog5,5,"69480 = ['6', '9', '4', '8', '0'] = 5/5",1,20,20sec,Sailor3,3,"71604 = ['7', '1', '6', '0', '4'] = 5/5",1,14400,1hour,1,/,5,/,/,"A man was waiting for the bus at a bus stop, the bus arrived immedietely",4,A man thrown a small ball to his dog and the dog went and got the ball and brought the ball back,4,A man on a boat was trying to get to the island,4,A man throw the frisbee and the frisbee came behind him and hited his head,4,Whistle ,246,--,wavy,--,/,604
A,Consent Given,ID_Removed,19,Male,VLFI Score,13.25,VPT Experimental,31/03/2022 12:32,18,658,Practice,"[2, 3, 4, 5, 9, 14, 16, '-', '-'] = 5/9",0.555555556, 5 miniuets ,Archer5,5,"[1, 2, 3, 4, 5, 6, 7, 8, 9] = 9/9",1,15, 15 seconds,Boomerang3,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9] = 9/9",1,1800, 30 mins,Boxing3,3,"[2, 10, 11, 14, 15, 16, 17, 18, '-'] = 1/9",0.111111111,300, 5 mins ,Bus4,4,"[1, 2, 3, 4, 5, 6, 7, 8, 9] = 9/9",1,120, 2 mins,Dog4,4,"[1, 2, 4, 5, 6, 7, 8, 9, '-'] = 8/9",0.888888889,300, 5 mins,Sailor5,5,"[1, 2, 3, 5, 9, 11, 12, 13, 16] = 5/9",0.555555556,3600, 3 hours,0.759259259,man missed his bus,3,/,/,/,/,"boomerang being thrown, hits back of head",3,sailor travelling to an island ,4,dog playing fetch,3,none,3,check his watch,3 on each side ,mustache ,206,528
B,Consent Given,ID_Removed,20,Male,VLFI Score,7.625,Corsi Experimental,31/03/2022 13:02,4,482,Practice,"['1', '3', '4', '2'] = 1/4",0.25, 10 minuetes ,Archer3,3,"['1', '2', '3', '4'] = 4/4",1,1, 1 second,Boomerang4,4,"['1', '2', '3', '4'] = 4/4",1,5, 5 seconds,Boxing4,4,"['1', '2', '4', '3'] = 2/4",0.5,2, 2 seconds,Bus5,5,"['4', '2', '1', '3'] = 1/4",0.25,60, 1 minute,Dog5,5,"['1', '2', '4', '3'] = 2/4",0.5,20, 20 seconds,Sailor3,3,"['2', '1', '3', '4'] = 2/4",0.5,172800, 3 hours,0.625,winng an award ????,5,throwing ball for a dog,5,throwing a boomerang and hitting his own head,4,waiting for a late bus,5,on aa ship and finding land,3,boxing fight and one boxer got punched,4,3,none,1,?,checked his watch,stripped,589
